"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","文語基本形","未然ヌ接続","未然ウ接続","連用タ接続","連用テ接続","連用ゴザイ接続","体言接続","仮定形","命令ｅ","仮定縮約１","仮定縮約２","ガル接続","基本形-促音便"
"自立","*","*","形容詞・イ段","嬉しい","ウレシイ,ウレシ,ウレシカラ,ウレシカロ,ウレシカッ,ウレシク,ウレシクッ,ウレシュウ,ウレシュゥ,ウレシキ,ウレシケレ,ウレシカレ,ウレシケリャ,ウレシキャ,ウレシ","嬉しい","嬉し","嬉しから","嬉しかろ","嬉しかっ","嬉しくっ","嬉しゅぅ","嬉しき","嬉しけれ","嬉しかれ","嬉しけりゃ","嬉しきゃ","嬉し",""
"自立","*","*","形容詞・アウオ段","堆い","ウズタカイ,ウズタカシ,ウズタカカラ,ウズタカカロ,ウズタカカッ,ウズタカク,ウズタカクッ,ウズタカウ,ウズタカゥ,ウズタカキ,ウズタカケレ,ウズタカカレ,ウズタカケリャ,ウズタカキャ,ウズタカ","堆い","堆し","堆から","堆かろ","堆かっ","堆くっ","堆ぅ","堆き","堆けれ","堆かれ","堆けりゃ","堆きゃ","堆",""
"自立","*","*","形容詞・イ段","さみしい","サミシイ,サミシ,サミシカラ,サミシカロ,サミシカッ,サミシク,サミシクッ,サミシュウ,サミシュゥ,サミシキ,サミシケレ,サミシカレ,サミシケリャ,サミシキャ,サミシ","さみしい","さみし","さみしから","さみしかろ","さみしかっ","さみしくっ","さみしゅぅ","さみしき","さみしけれ","さみしかれ","さみしけりゃ","さみしきゃ","さみし",""
"自立","*","*","形容詞・アウオ段","居たたまらない","イタタマラナイ,イタタマラナシ,イタタマラナカラ,イタタマラナカロ,イタタマラナカッ,イタタマラナク,イタタマラナクッ,イタタマラナウ,イタタマラナゥ,イタタマラナキ,イタタマラナケレ,イタタマラナカレ,イタタマラナケリャ,イタタマラナキャ,イタタマラナ","居たたまらない","居たたまらなし","居たたまらなから","居たたまらなかろ","居たたまらなかっ","居たたまらなくっ","居たたまらなぅ","居たたまらなき","居たたまらなけれ","居たたまらなかれ","居たたまらなけりゃ","居たたまらなきゃ","居たたまらな",""
"自立","*","*","形容詞・イ段","易しい","ヤサシイ,ヤサシ,ヤサシカラ,ヤサシカロ,ヤサシカッ,ヤサシク,ヤサシクッ,ヤサシュウ,ヤサシュゥ,ヤサシキ,ヤサシケレ,ヤサシカレ,ヤサシケリャ,ヤサシキャ,ヤサシ","易しい","易し","易しから","易しかろ","易しかっ","易しくっ","易しゅぅ","易しき","易しけれ","易しかれ","易しけりゃ","易しきゃ","易し",""
"自立","*","*","形容詞・アウオ段","くちさがない","クチサガナイ,クチサガナシ,クチサガナカラ,クチサガナカロ,クチサガナカッ,クチサガナク,クチサガナクッ,クチサガナウ,クチサガナゥ,クチサガナキ,クチサガナケレ,クチサガナカレ,クチサガナケリャ,クチサガナキャ,クチサガナ","くちさがない","くちさがなし","くちさがなから","くちさがなかろ","くちさがなかっ","くちさがなくっ","くちさがなぅ","くちさがなき","くちさがなけれ","くちさがなかれ","くちさがなけりゃ","くちさがなきゃ","くちさがな",""
"自立","*","*","形容詞・イ段","けたたましい","ケタタマシイ,ケタタマシ,ケタタマシカラ,ケタタマシカロ,ケタタマシカッ,ケタタマシク,ケタタマシクッ,ケタタマシュウ,ケタタマシュゥ,ケタタマシキ,ケタタマシケレ,ケタタマシカレ,ケタタマシケリャ,ケタタマシキャ,ケタタマシ","けたたましい","けたたまし","けたたましから","けたたましかろ","けたたましかっ","けたたましくっ","けたたましゅぅ","けたたましき","けたたましけれ","けたたましかれ","けたたましけりゃ","けたたましきゃ","けたたまし",""
"自立","*","*","形容詞・アウオ段","ひとくさい","ヒトクサイ,ヒトクサシ,ヒトクサカラ,ヒトクサカロ,ヒトクサカッ,ヒトクサク,ヒトクサクッ,ヒトクサウ,ヒトクサゥ,ヒトクサキ,ヒトクサケレ,ヒトクサカレ,ヒトクサケリャ,ヒトクサキャ,ヒトクサ","ひとくさい","ひとくさし","ひとくさから","ひとくさかろ","ひとくさかっ","ひとくさくっ","ひとくさぅ","ひとくさき","ひとくさけれ","ひとくさかれ","ひとくさけりゃ","ひとくさきゃ","ひとくさ",""
"自立","*","*","形容詞・アウオ段","罪ぶかい","ツミブカイ,ツミブカシ,ツミブカカラ,ツミブカカロ,ツミブカカッ,ツミブカク,ツミブカクッ,ツミブカウ,ツミブカゥ,ツミブカキ,ツミブカケレ,ツミブカカレ,ツミブカケリャ,ツミブカキャ,ツミブカ","罪ぶかい","罪ぶかし","罪ぶかから","罪ぶかかろ","罪ぶかかっ","罪ぶかくっ","罪ぶかぅ","罪ぶかき","罪ぶかけれ","罪ぶかかれ","罪ぶかけりゃ","罪ぶかきゃ","罪ぶか",""
"自立","*","*","形容詞・アウオ段","甘酸っぱい","アマズッパイ,アマズッパシ,アマズッパカラ,アマズッパカロ,アマズッパカッ,アマズッパク,アマズッパクッ,アマズッパウ,アマズッパゥ,アマズッパキ,アマズッパケレ,アマズッパカレ,アマズッパケリャ,アマズッパキャ,アマズッパ","甘酸っぱい","甘酸っぱし","甘酸っぱから","甘酸っぱかろ","甘酸っぱかっ","甘酸っぱくっ","甘酸っぱぅ","甘酸っぱき","甘酸っぱけれ","甘酸っぱかれ","甘酸っぱけりゃ","甘酸っぱきゃ","甘酸っぱ",""
"自立","*","*","形容詞・アウオ段","おめでたい","オメデタイ,オメデタシ,オメデタカラ,オメデタカロ,オメデタカッ,オメデタク,オメデタクッ,オメデタウ,オメデタゥ,オメデタキ,オメデタケレ,オメデタカレ,オメデタケリャ,オメデタキャ,オメデタ","おめでたい","おめでたし","おめでたから","おめでたかろ","おめでたかっ","おめでたくっ","おめでたぅ","おめでたき","おめでたけれ","おめでたかれ","おめでたけりゃ","おめでたきゃ","おめでた",""
"自立","*","*","形容詞・イ段","賑賑しい","ニギニギシイ,ニギニギシ,ニギニギシカラ,ニギニギシカロ,ニギニギシカッ,ニギニギシク,ニギニギシクッ,ニギニギシュウ,ニギニギシュゥ,ニギニギシキ,ニギニギシケレ,ニギニギシカレ,ニギニギシケリャ,ニギニギシキャ,ニギニギシ","賑賑しい","賑賑し","賑賑しから","賑賑しかろ","賑賑しかっ","賑賑しくっ","賑賑しゅぅ","賑賑しき","賑賑しけれ","賑賑しかれ","賑賑しけりゃ","賑賑しきゃ","賑賑し",""
"自立","*","*","形容詞・イ段","素晴らしい","スバラシイ,スバラシ,スバラシカラ,スバラシカロ,スバラシカッ,スバラシク,スバラシクッ,スバラシュウ,スバラシュゥ,スバラシキ,スバラシケレ,スバラシカレ,スバラシケリャ,スバラシキャ,スバラシ","素晴らしい","素晴らし","素晴らしから","素晴らしかろ","素晴らしかっ","素晴らしくっ","素晴らしゅぅ","素晴らしき","素晴らしけれ","素晴らしかれ","素晴らしけりゃ","素晴らしきゃ","素晴らし",""
"自立","*","*","形容詞・イ段","けわしい","ケワシイ,ケワシ,ケワシカラ,ケワシカロ,ケワシカッ,ケワシク,ケワシクッ,ケワシュウ,ケワシュゥ,ケワシキ,ケワシケレ,ケワシカレ,ケワシケリャ,ケワシキャ,ケワシ","けわしい","けわし","けわしから","けわしかろ","けわしかっ","けわしくっ","けわしゅぅ","けわしき","けわしけれ","けわしかれ","けわしけりゃ","けわしきゃ","けわし",""
"自立","*","*","形容詞・イ段","曲々しい","マガマガシイ,マガマガシ,マガマガシカラ,マガマガシカロ,マガマガシカッ,マガマガシク,マガマガシクッ,マガマガシュウ,マガマガシュゥ,マガマガシキ,マガマガシケレ,マガマガシカレ,マガマガシケリャ,マガマガシキャ,マガマガシ","曲々しい","曲々し","曲々しから","曲々しかろ","曲々しかっ","曲々しくっ","曲々しゅぅ","曲々しき","曲々しけれ","曲々しかれ","曲々しけりゃ","曲々しきゃ","曲々し",""
"自立","*","*","形容詞・アウオ段","てれくさい","テレクサイ,テレクサシ,テレクサカラ,テレクサカロ,テレクサカッ,テレクサク,テレクサクッ,テレクサウ,テレクサゥ,テレクサキ,テレクサケレ,テレクサカレ,テレクサケリャ,テレクサキャ,テレクサ","てれくさい","てれくさし","てれくさから","てれくさかろ","てれくさかっ","てれくさくっ","てれくさぅ","てれくさき","てれくさけれ","てれくさかれ","てれくさけりゃ","てれくさきゃ","てれくさ",""
"自立","*","*","形容詞・イ段","のろわしい","ノロワシイ,ノロワシ,ノロワシカラ,ノロワシカロ,ノロワシカッ,ノロワシク,ノロワシクッ,ノロワシュウ,ノロワシュゥ,ノロワシキ,ノロワシケレ,ノロワシカレ,ノロワシケリャ,ノロワシキャ,ノロワシ","のろわしい","のろわし","のろわしから","のろわしかろ","のろわしかっ","のろわしくっ","のろわしゅぅ","のろわしき","のろわしけれ","のろわしかれ","のろわしけりゃ","のろわしきゃ","のろわし",""
"自立","*","*","形容詞・アウオ段","舌たるい","シタタルイ,シタタルシ,シタタルカラ,シタタルカロ,シタタルカッ,シタタルク,シタタルクッ,シタタルウ,シタタルゥ,シタタルキ,シタタルケレ,シタタルカレ,シタタルケリャ,シタタルキャ,シタタル","舌たるい","舌たるし","舌たるから","舌たるかろ","舌たるかっ","舌たるくっ","舌たるぅ","舌たるき","舌たるけれ","舌たるかれ","舌たるけりゃ","舌たるきゃ","舌たる",""
"自立","*","*","形容詞・アウオ段","いとどい","イトドイ,イトドシ,イトドカラ,イトドカロ,イトドカッ,イトドク,イトドクッ,イトドウ,イトドゥ,イトドキ,イトドケレ,イトドカレ,イトドケリャ,イトドキャ,イトド","いとどい","いとどし","いとどから","いとどかろ","いとどかっ","いとどくっ","いとどぅ","いとどき","いとどけれ","いとどかれ","いとどけりゃ","いとどきゃ","いとど",""
"自立","*","*","形容詞・アウオ段","かずおおい","カズオオイ,カズオオシ,カズオオカラ,カズオオカロ,カズオオカッ,カズオオク,カズオオクッ,カズオオウ,カズオオゥ,カズオオキ,カズオオケレ,カズオオカレ,カズオオケリャ,カズオオキャ,カズオオ","かずおおい","かずおおし","かずおおから","かずおおかろ","かずおおかっ","かずおおくっ","かずおおぅ","かずおおき","かずおおけれ","かずおおかれ","かずおおけりゃ","かずおおきゃ","かずおお",""
"自立","*","*","形容詞・アウオ段","くみしやすい","クミシヤスイ,クミシヤスシ,クミシヤスカラ,クミシヤスカロ,クミシヤスカッ,クミシヤスク,クミシヤスクッ,クミシヤスウ,クミシヤスゥ,クミシヤスキ,クミシヤスケレ,クミシヤスカレ,クミシヤスケリャ,クミシヤスキャ,クミシヤス","くみしやすい","くみしやすし","くみしやすから","くみしやすかろ","くみしやすかっ","くみしやすくっ","くみしやすぅ","くみしやすき","くみしやすけれ","くみしやすかれ","くみしやすけりゃ","くみしやすきゃ","くみしやす",""
"自立","*","*","形容詞・イ段","猥りがわしい","ミダリガワシイ,ミダリガワシ,ミダリガワシカラ,ミダリガワシカロ,ミダリガワシカッ,ミダリガワシク,ミダリガワシクッ,ミダリガワシュウ,ミダリガワシュゥ,ミダリガワシキ,ミダリガワシケレ,ミダリガワシカレ,ミダリガワシケリャ,ミダリガワシキャ,ミダリガワシ","猥りがわしい","猥りがわし","猥りがわしから","猥りがわしかろ","猥りがわしかっ","猥りがわしくっ","猥りがわしゅぅ","猥りがわしき","猥りがわしけれ","猥りがわしかれ","猥りがわしけりゃ","猥りがわしきゃ","猥りがわし",""
"自立","*","*","形容詞・アウオ段","名高い","ナダカイ,ナダカシ,ナダカカラ,ナダカカロ,ナダカカッ,ナダカク,ナダカクッ,ナダカウ,ナダカゥ,ナダカキ,ナダカケレ,ナダカカレ,ナダカケリャ,ナダカキャ,ナダカ","名高い","名高し","名高から","名高かろ","名高かっ","名高くっ","名高ぅ","名高き","名高けれ","名高かれ","名高けりゃ","名高きゃ","名高",""
"自立","*","*","形容詞・アウオ段","幼い","オサナイ,オサナシ,オサナカラ,オサナカロ,オサナカッ,オサナク,オサナクッ,オサナウ,オサナゥ,オサナキ,オサナケレ,オサナカレ,オサナケリャ,オサナキャ,オサナ","幼い","幼し","幼から","幼かろ","幼かっ","幼くっ","幼ぅ","幼き","幼けれ","幼かれ","幼けりゃ","幼きゃ","幼",""
"自立","*","*","形容詞・イ段","みすぼらしい","ミスボラシイ,ミスボラシ,ミスボラシカラ,ミスボラシカロ,ミスボラシカッ,ミスボラシク,ミスボラシクッ,ミスボラシュウ,ミスボラシュゥ,ミスボラシキ,ミスボラシケレ,ミスボラシカレ,ミスボラシケリャ,ミスボラシキャ,ミスボラシ","みすぼらしい","みすぼらし","みすぼらしから","みすぼらしかろ","みすぼらしかっ","みすぼらしくっ","みすぼらしゅぅ","みすぼらしき","みすぼらしけれ","みすぼらしかれ","みすぼらしけりゃ","みすぼらしきゃ","みすぼらし",""
